Dates,Localisation,ESR,Type,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,Luxembourg,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,Heming,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,Reims Betheny,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,Entre Bourg St Andéol et Le Teil,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,Biarritz,non,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,Calais,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,Munster,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,Longueau,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,Fos Coussoul,non,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,Toulouse,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,Nuits-sous-Ravières,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,Entre Bourg-St-Andéol et Pont-St-Esprit,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,Petit Therain,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-04,Byans,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,Mont de Terre,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,Saint-Benoît,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,Condé sur Huisne,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,Paris Montparnasse,oui,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-18,Paris Saint-Lazare,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-23,Folligny,non,Circulation de véhicule non autorisée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,Pont de Claix,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,Entre Varilhes et Pamiers,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,EP de Jessains,non,Collision,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-14,Entre Paris Magenta et Paris Hausmann Saint Lazare,non,Autre,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-27,Saint-Germain au Mont d'Or,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,Entre Thouars et Beuxes,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-07,TGV Haute Picardie,oui,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,Lille Délivrance,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,Lyon Perrache,oui,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,Bordeaux,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,entre Villennes sur Seine & Poissy,non,Boîte chaude,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,Mulhouse,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,Montluçon-Eau,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,Solliès Pont,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,Ancenis,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,Givors,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-27,Mantes la Jolie,oui,Autorisation de franchissement sans vérification,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,Le Mans,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,Limoges Dépôt,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-15,Metz ville,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-25,Senas,oui,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-23,Morcenx,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,Reignier,oui,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Limoges,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-06,Noisy le Sec,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,Rambouillet,non,Point limite d’un pantographe dépassé par une circulation électrique,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Champigneulles,non,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,Entre Pantin et Noisy Le Sec,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,Collonges Fontaines,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,Rochefort sur Nenon,non,Appareil de voie mal disposé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,Nantes,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,Paris St Lazare,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,Miramas,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,Lyon Guillotière,oui,Mise en œuvre de travaux en dehors du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-06,Lûmes,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,Rennes,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,Marignier,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-24,Sucé sur Erdre,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-22,Achères Triage,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,Toulouse,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,Paris St Lazare,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,Lens,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,Entre Sénas et Cavaillon,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Chanay,oui,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Longeray Léaz,non,Intempéries,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,Ris Orangis,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-12,Strasbourg,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,Vénissieux Technicentre,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-14,Miramas,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-09,Nîmes,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,Puyoo,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,Vaires sur Marnes,oui,Pénétration intempestive sur domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,Sartrouville,oui,Dégagement intempestif du domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-18,Biarritz,oui,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-04,Limoges,non,Engagement de gabarit suite à désemparement de pièce,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,Gare de Versailles-Chantiers,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,Chatenay sur Seine,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,Gare de Massy Palaiseau,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,Nîmes,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-29,Cercottes,non,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-23,Vierzon,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-25,Gare de Serquigny,non,Obstacle sur voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,Vaires sur Marne,oui,Délivrance d’un bulletin de franchissement sans vérification,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Roanne,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Hourcade,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,Viroflay,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-30,Entre Chedde et Servoz,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Nogent Le Perreux,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Breauté Beuzeville,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-04,Lyon Guillotière,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,Petit Thérain,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-31,Bobigny,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,Lamballe,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-19,Patay,non,Non respect du point d’arrêt,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,Angers St Laud,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-11,Raon l'Etape,non,Appareil de voie mal disposé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,Puy Guillaume,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,Cassis,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,St Germain au Mont d’Or,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Entre Meaux et La Ferté Milon,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Perpignan,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-25,Reims Bétheny,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,St Cyr,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-12,Batignolles,non,Dérive,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,Valence Moirans,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,Perrigny,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-03,Marvejols,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Bourg en Bresse,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,Gevrey,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,Nîmes,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,Valenton,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,Entre Alençon et La Hutte,non,Incident grave de passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,Orry La Ville,non,Arrêt hors de quai de tout ou partie d’un train de voyageurs,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,Stephansfeld,non,Chute de voyageur,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,Pont Cardinet,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,Cessens,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,Entre Bourmont et Neufchâteau,oui,Acte de malveillance,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,Villeneuve St Georges Triage,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,Gevrey,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,Dijon Ville Chantier,non,Réalimentation intempestive des caténaires,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,Grand Pont,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,Dreux,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,Vierzy,oui,Dépassement de vitesse supérieur à 40km/h,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,Achères,non,Réception sur voie secondaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,Ambérieu,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,L’Hébergement Les Brouzils,non,Porte ouverte en ligne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,Nogent l'Artaud,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,Rennes Technicentre,non,Non conformité du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,Perrigny Poste A,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-06,Paris Le Landy,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,Clermont Ferrand,oui,Défaut géométrie voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,Collonges Fontaines,oui,Insuffisance de freinage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,Badan,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,Romans Bourg de Péage,non,Circulation de véhicule non autorisée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,Maizières les Metz,oui,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-17,Paris Est,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,Paris Bercy,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,Hazebrouck,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-23,Serquigny,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-21,Provins,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,Combs La Ville,oui,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,Batignolles,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,Entre Laroquebrou et Viescamp,oui,Déshuntage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,Paris Austerlitz,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,Vaires sur Marne,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,Argenteuil,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-23,Maurecourt,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Sète,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Batignolles,non,Incident caténaire,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,Valenciennes,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,Juvisy,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,Marly le Roi,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,Bordeaux Technicentre,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,Entre La Chapelle Centre & La Chapelle Aulnay,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-28,Entre Conches et La Bonneville,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,St Quentin Fallavier,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,Entre Questembert et Vannes,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,Deuil Montmagny,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,Woippy,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,St Benoit,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,Entre Nice St Roch et Drap,oui,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,Aix en Provence,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,Montbéliard,non,Réalimentation intempestive des caténaires,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,GARE DU PONT-CARDINET,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-16,SAINT GAUDENS,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-25,AULNAY,oui,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-09,MONTREUIL SUR ILLE,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-28,RENNES,oui,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-08,PONTCHAILLOU,oui,Raté de fermeture à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-25,CASTELSARRASIN,oui,Déraillement,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,Nangis,oui,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,BRIVE,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,BOURG EN BRESSE,non,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,TOULOUSE,non,Engagement intempestif d’une circulation sous caténaire consignée,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,CLAMART,non,Erreur de procédure,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-24,NIOLON,oui,Défaillance d'ouvrage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-16,Morlaix,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-17,Lyon Tunnel de Caluire,non,Arrêt prolongé d’un train de voyageurs dans un tunnel de plus de 1 km,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-09,Manduel,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,Paris Bercy,oui,Défaut ayant conduit à un risque grave,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-10,La Défense,non,Incendie dans un train,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-14,Batignolles,non,Heurt au croisement,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,Hofmuhl,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-05,Argenteuil Triage,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-15,Rosny sur Seine,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-03,Juvisy,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,Carcassonne,oui,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,Paris St Lazare,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-22,Montereau,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,Givors Canal,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-07,Villeneuve Triage,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,Mouchard,oui,Incident grave de signalisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,Boussy St Antoine,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-15,Perpignan,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-20,St George d’Aurac,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-08,Miramas,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-29,Annemasse,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,Clermont Ferrand,non,Perte d’organe du matériel roulant,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-23,Woippy Triage,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Trappes,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-02,Pantin,oui,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Flamboin,non,Appareil de voie mal disposé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-20,Vaires EP Ecoballast,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-26,Somain,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-28,Les Laumes Alesia,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-27,Woippy,non,Incident de marchandise dangereuse,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,Orléans,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,Entre Port Villez et Bonnières,oui,Collision contre obstacle à un passage à niveau,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,Paris-Montparnasse,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,Bourg en Bresse,oui,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-18,Nice Technicentre,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,Vierzon,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,Uckange,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,Vénissieux,oui,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,Entre Connerré Beillé et Nogent Le Rotrou,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,Clermont Ferrand,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,Entre St Michel et Paris Austerlitz Banlieue,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,L'Etang,non,Accident de personne,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,Entre St Germain des Fossés et Gannat,non,Déshuntage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,Valenciennes,non,Point limite d’un pantographe dépassé par une circulation électrique,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,Miramas,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,Somain,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,Le Landy,non,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-02,Porte les Valence,non,Sortie intempestive ou engagement d’un domaine fermé,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,Avignon Champfleury,non,Collision entre trains ou éléments de trains,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,Hourcade,non,Talonnage d’aiguille ou bivoie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,St Saviol,non,Point limite d’un pantographe dépassé par une circulation électrique,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Lille Flandres,non,Départ sans autorisation,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Souillac,non,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-26,Entre Issy et Javel,non,Franchissement de signal,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,Mitry Claye,non,Réception intempestive sur voie occupée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-20,Paris Ourcq,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-18,Achères,non,Défaillance voie,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-06,Paris Bercy Conflans,non,Collision contre obstacle,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,Somain,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,Entre St Aignan Noyers et Vierzon,oui,Expédition sans ordre,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,Aiguebelle,non,Engagement intempestif d’une circulation sur une voie protégée,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,Macon,oui,Accident du travail,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,Entre Castelnaudary et Villefranche de Lauragais,non,Déshuntage,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,Motteville,oui,Acte de malveillance,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-27,Hausbergen,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,Ambérieu,non,Déraillement sans engagement de la voie principale,,,,,,,,,,,,,,,,,,,,,,,,,,
